step,timestamp,simulation_time,pos_x,pos_y,speed,heading,velocity_x,velocity_y,on_lane,out_of_road,dist_to_left_side,dist_to_right_side,crash_vehicle,crash_object,crash_sidewalk,nav_route_completion,nav_distance_to_dest,nav_current_lane,nav_route_length,nav_checkpoints_count,lane_longitudinal_pos,lane_lateral_pos,lane_length,custom_dest_x,custom_dest_y,distance_to_custom_dest,action_steering,action_throttle,action_source,action_success,reward,control_mode,expert_takeover,obs_shape,obs_mean,obs_std,obs_min,obs_max,obs_0,obs_1,obs_2,obs_3,obs_4
96,2025-08-12T23:05:47.643454,0.0,85.01885986328125,7.154965400695801,9.393668880698838,-0.017794177139473177,9.392152786254883,-0.16876338422298431,True,,1.9015979384401416,8.966278068522989,False,False,False,0.15186385660297066,,"('>>>', '1r0_0_', 0)",0,14,35.01885986328125,0.0902852706129531,58.58800927359859,,,,0.0,0.0,expert,True,0.9791611584006448,unknown,True,[259],0.9315490126609802,0.20518507063388824,0.0,1.0,0.1056443303823471,0.4981265664100647,0.5088965892791748,0.429842084646225,0.49999257922172546
97,2025-08-12T23:05:47.726070,0.0,85.95138549804688,7.140351295471191,9.119159381741397,-0.016806943323381063,9.11862564086914,-0.09866230934858322,True,,1.916212043664751,8.95166396329838,False,False,False,0.15352956865208983,,"('>>>', '1r0_0_', 0)",0,14,35.951385498046875,0.10489937583756248,58.58800927359859,,,,0.0,0.0,expert,True,0.9735618519834612,unknown,True,[259],0.9311171770095825,0.20604726672172546,0.0,1.0,0.1064562276005745,0.4973146617412567,0.5084030628204346,0.41764163970947266,0.5001567602157593
98,2025-08-12T23:05:47.810165,0.0,86.85272979736328,7.130917072296143,8.635290745432524,-0.013394235544499367,8.635014533996582,-0.06906703859567642,True,,1.9256462668397998,8.94222974012333,False,False,False,0.15513958343753168,,"('>>>', '1r0_0_', 0)",0,14,36.85272979736328,0.11433359901261131,58.58800927359859,,,,0.0,0.0,expert,True,0.9402031076708526,unknown,True,[259],0.9309414029121399,0.2062423825263977,0.0,1.0,0.1069803461432457,0.4967905282974243,0.5066969394683838,0.3961363732814789,0.5001182556152344
99,2025-08-12T23:05:47.893513,0.0,87.71685791015625,7.123837947845459,8.580713056578746,-0.010393785102361441,8.580482482910156,-0.06290405243635178,True,,1.9327253912904834,8.935150615672647,False,False,False,0.15668312128335574,,"('>>>', '1r0_0_', 0)",0,14,37.71685791015625,0.1214127234632949,58.58800927359859,,,,0.0,0.0,expert,True,0.9027413215475731,unknown,True,[259],0.9311352372169495,0.2057798057794571,0.0,1.0,0.10737363249063492,0.4963972568511963,0.5051968097686768,0.3937107026576996,0.5000593662261963
100,2025-08-12T23:05:47.976949,0.0,88.57418060302734,7.118579864501953,8.541227793979942,-0.007913716337224486,8.541190147399902,-0.02535931020975113,True,,1.9379834746339892,8.929892532329141,False,False,False,0.15821450303444035,,"('>>>', '1r0_0_', 0)",0,14,38.574180603027344,0.12667080680680076,58.58800927359859,,,,0.0,0.0,expert,True,0.8957582179440035,unknown,True,[259],0.9319145679473877,0.20399804413318634,0.0,1.0,0.10766574740409851,0.4961051344871521,0.5039567947387695,0.39195579290390015,0.5001213550567627
101,2025-08-12T23:05:48.059639,0.0,89.42893981933594,7.117258071899414,8.561245859791482,-0.0043765057773814675,8.561212539672852,0.023885609582066536,True,,1.9393052672365283,8.928570739726602,False,False,False,0.1597413058081343,,"('>>>', '1r0_0_', 0)",0,14,39.42893981933594,0.12799259940933982,58.58800927359859,,,,0.0,0.0,expert,True,0.8932848226776554,unknown,True,[259],0.932068943977356,0.2035350352525711,0.0,1.0,0.10773918032646179,0.4960317015647888,0.5021882653236389,0.39284548163414,0.5001707673072815
102,2025-08-12T23:05:48.145379,0.0,90.2851791381836,7.119267463684082,8.569352854829221,-0.0005451490751386956,8.569310188293457,0.027041586115956306,True,,1.9372958754518603,8.93058013151127,False,False,False,0.16127075239615501,,"('>>>', '1r0_0_', 0)",0,14,40.285179138183594,0.12598320762467186,58.58800927359859,,,,0.0,0.0,expert,True,0.8948014066943878,unknown,True,[259],0.9291813969612122,0.20756176114082336,0.0,1.0,0.10762754827737808,0.4961433410644531,0.5002725720405579,0.39320579171180725,0.5000727772712708
103,2025-08-12T23:05:48.226177,0.0,91.14192962646484,7.122049331665039,8.56312477972889,0.0018570222281120152,8.563047409057617,0.0364014208316803,True,,1.9345140074709033,8.933361999492227,False,False,False,0.16280111205407205,,"('>>>', '1r0_0_', 0)",0,14,41.141929626464844,0.12320133964371482,58.58800927359859,,,,0.0,0.0,expert,True,0.89528454979003,unknown,True,[259],0.9289951324462891,0.20802094042301178,0.0,1.0,0.10747300088405609,0.4962978959083557,0.49907147884368896,0.39292898774147034,0.5000507831573486
104,2025-08-12T23:05:48.306942,0.0,91.99887084960938,7.126834869384766,8.58881040069214,0.004042678534740496,8.588464736938477,0.07705557346343994,True,,1.9297284697511767,8.938147537211954,False,False,False,0.16433181240971162,,"('>>>', '1r0_0_', 0)",0,14,41.998870849609375,0.11841580192398826,58.58800927359859,,,,0.0,0.0,expert,True,0.8955908699476459,unknown,True,[259],0.9290996789932251,0.20779338479042053,0.0,1.0,0.10720713436603546,0.49656376242637634,0.49797865748405457,0.3940705955028534,0.5001222491264343
105,2025-08-12T23:05:48.391709,0.0,92.8577651977539,7.1340107917785645,8.594838567874154,0.006521948351549511,8.594537734985352,0.0719105675816536,True,,1.922552547357378,8.945323459605753,False,False,False,0.16586600151002978,,"('>>>', '1r0_0_', 0)",0,14,42.857765197753906,0.11123987953018943,58.58800927359859,,,,0.0,0.0,expert,True,0.8975711216999649,unknown,True,[259],0.9288893342018127,0.2081390768289566,0.0,1.0,0.10680847615003586,0.49696242809295654,0.49673905968666077,0.3943385183811188,0.5000291466712952
106,2025-08-12T23:05:48.476569,0.0,93.71609497070312,7.141983985900879,8.549581462753576,0.008181230868723688,8.54901123046875,0.09874294698238373,True,,1.9145793532350635,8.953296653728067,False,False,False,0.16739918214508928,,"('>>>', '1r0_0_', 0)",0,14,43.716094970703125,0.10326668540787498,58.58800927359859,,,,0.0,0.0,expert,True,0.8968028895316098,unknown,True,[259],0.9268870949745178,0.20997658371925354,0.0,1.0,0.10636551678180695,0.49740538001060486,0.4959094226360321,0.39232707023620605,0.5000832676887512
107,2025-08-12T23:05:48.559902,0.0,94.5713119506836,7.152324199676514,8.555355055068217,0.010371015075040901,8.554500579833984,0.12091297656297684,True,,1.9042391394594287,8.963636867503702,False,False,False,0.1689268025933173,,"('>>>', '1r0_0_', 0)",0,14,44.571311950683594,0.09292647163224022,58.58800927359859,,,,0.0,0.0,expert,True,0.8937160777282758,unknown,True,[259],0.9268383383750916,0.20998530089855194,0.0,1.0,0.10579106211662292,0.4979798197746277,0.49481457471847534,0.3925836682319641,0.5000872015953064
108,2025-08-12T23:05:48.643117,0.0,95.4272689819336,7.163559436798096,8.57699343756171,0.012047874455409335,8.576385498046875,0.10211864113807678,True,,1.8930039023378467,8.974872104625284,False,False,False,0.1704557449487087,,"('>>>', '1r0_0_', 0)",0,14,45.427268981933594,0.08169123451065818,58.58800927359859,,,,0.0,0.0,expert,True,0.8945535017190277,unknown,True,[259],0.9272202253341675,0.20903964340686798,0.0,1.0,0.10516688227653503,0.4986039996147156,0.4939762055873871,0.39354538917541504,0.49998241662979126
109,2025-08-12T23:05:48.725877,0.0,96.27684020996094,7.17292594909668,8.244446746169128,0.011770239911768954,8.244118690490723,0.07354704290628433,True,,1.8836373900392627,8.984238616923868,False,False,False,0.17197328074435014,,"('>>>', '1r0_0_', 0)",0,14,46.27684020996094,0.0723247222120742,58.58800927359859,,,,0.0,0.0,expert,True,0.8866712383851049,unknown,True,[259],0.9245901703834534,0.21224479377269745,0.0,1.0,0.10464651882648468,0.4991243779659271,0.49411502480506897,0.3787655234336853,0.49992790818214417
110,2025-08-12T23:05:48.809548,0.0,97.10272979736328,7.181373119354248,8.251192325573784,0.011038536402269372,8.250578880310059,0.10061278939247131,True,,1.8751902197816943,8.992685787181436,False,False,False,0.1734485155107637,,"('>>>', '1r0_0_', 0)",0,14,47.10272979736328,0.06387755195450584,58.58800927359859,,,,0.0,0.0,expert,True,0.8630199528674258,unknown,True,[259],0.9242395758628845,0.2130957543849945,0.0,1.0,0.10417723655700684,0.4995936453342438,0.49448084831237793,0.3790653347969055,0.5000465512275696
111,2025-08-12T23:05:48.892588,0.0,97.92779541015625,7.1924333572387695,8.25317685387833,0.01216931460111681,8.25205135345459,0.13629615306854248,True,,1.8641299818971728,9.003746025065958,False,False,False,0.174922278463016,,"('>>>', '1r0_0_', 0)",0,14,47.92779541015625,0.052817314069984356,58.58800927359859,,,,0.0,0.0,expert,True,0.8622049086354212,unknown,True,[259],0.9195994734764099,0.2179678976535797,0.0,1.0,0.10356277972459793,0.5002081394195557,0.49391549825668335,0.3791535496711731,0.5001059770584106
112,2025-08-12T23:05:48.976563,0.0,98.75211334228516,7.205563545227051,8.216655304730812,0.014057229497874246,8.215642929077148,0.12897929549217224,True,,1.8509997939088916,9.016876213054239,False,False,False,0.176394705880196,,"('>>>', '1r0_0_', 0)",0,14,48.752113342285156,0.039687126081703106,58.58800927359859,,,,0.0,0.0,expert,True,0.861292881000195,unknown,True,[259],0.9192617535591125,0.21866080164909363,0.0,1.0,0.1028333231806755,0.5009375810623169,0.49297162890434265,0.37753036618232727,0.5000234246253967
113,2025-08-12T23:05:49.059630,0.0,99.57384490966797,7.220491409301758,8.219322498014273,0.01614248463140644,8.217021942138672,0.19445495307445526,True,,1.8360719298341845,9.031804077128946,False,False,False,0.1778625134362587,,"('>>>', '1r0_0_', 0)",0,14,49.57384490966797,0.024759262006996074,58.58800927359859,,,,0.0,0.0,expert,True,0.8587185186238767,unknown,True,[259],0.9162219166755676,0.22280775010585785,0.0,1.0,0.10200399905443192,0.5017669200897217,0.4919291138648987,0.37764889001846313,0.5001876950263977
114,2025-08-12T23:05:49.143236,0.0,100.38066864013672,7.238945007324219,7.599417135222081,0.019565978212702895,7.597408771514893,0.17470189929008484,True,,1.8176183318117236,9.050257675151407,False,False,False,0.17930369205832933,,"('>>>', '1r0_0_', 0)",0,14,50.38066864013672,0.006305663984535137,58.58800927359859,,,,0.0,0.0,expert,True,0.8410211075772493,unknown,True,[259],0.9128348231315613,0.22743524610996246,0.0,1.0,0.1009787991642952,0.5027921199798584,0.4902176260948181,0.35009753704071045,0.5000597238540649
115,2025-08-12T23:05:49.225413,0.0,101.12571716308594,7.254133224487305,6.882765334997747,0.020389560779809912,6.88197660446167,0.10419535636901855,True,,1.8024301146486377,9.065445892314493,False,False,False,0.1806345255020307,,"('>>>', '1r0_0_', 0)",0,14,51.12571716308594,-0.0088825531785508,58.58800927359859,,,,0.0,0.0,expert,True,0.7760209669567086,unknown,True,[259],0.9121541380882263,0.22921277582645416,0.0,1.0,0.10013500601053238,0.5036358833312988,0.4898059368133545,0.31824636459350586,0.4998528063297272
116,2025-08-12T23:05:49.319286,0.0,101.81310272216797,7.26271390914917,6.728842766927562,0.0174129456294283,6.728738307952881,0.03749353438615799,True,,1.7938494299867724,9.074026576976358,False,False,False,0.1818623592102603,,"('>>>', '1r0_0_', 0)",0,14,51.81310272216797,-0.017463237840416035,58.58800927359859,,,,0.0,0.0,expert,True,0.7176653515332053,unknown,True,[259],0.9072933793067932,0.2341049313545227,0.0,1.0,0.09965830296278,0.5041126012802124,0.4912939667701721,0.31140536069869995,0.4997231960296631
117,2025-08-12T23:05:49.392729,0.0,102.47455596923828,7.2626423835754395,6.229399353008107,0.010427474090151101,6.2287445068359375,-0.0903225764632225,True,,1.793920955560503,9.073955051402628,False,False,False,0.18304387165613634,,"('>>>', '1r0_0_', 0)",0,14,52.47455596923828,-0.017391712266685566,58.58800927359859,,,,0.0,0.0,expert,True,0.689485544158849,unknown,True,[259],0.9067438244819641,0.2351342737674713,0.0,1.0,0.09966227412223816,0.5041086077690125,0.4947863519191742,0.2892078757286072,0.49941307306289673
118,2025-08-12T23:05:49.476097,0.0,103.08843231201172,7.2526984214782715,5.772607597355794,-3.462109416929593e-06,5.770873546600342,-0.14148138463497162,True,,1.8038649176576709,9.06401108930546,False,False,False,0.18414040046210736,,"('>>>', '1r0_0_', 0)",0,14,53.08843231201172,-0.007447750169517597,58.58800927359859,,,,0.0,0.0,expert,True,0.6398530769615386,unknown,True,[259],0.9087933301925659,0.23363998532295227,0.0,1.0,0.10021471977233887,0.5035561919212341,0.5000017285346985,0.26890602707862854,0.49947232007980347
119,2025-08-12T23:05:49.560150,0.0,103.65625,7.236843585968018,5.313269906501479,-0.010627743804124457,5.309221267700195,-0.20738039910793304,True,,1.8197197531679248,9.048156253795206,False,False,False,0.18515465758204463,,"('>>>', '1r0_0_', 0)",0,14,53.65625,0.008407085340736309,58.58800927359859,,,,0.0,0.0,expert,True,0.5917274025675379,unknown,True,[259],0.9086939096450806,0.2340337634086609,0.0,1.0,0.1010955423116684,0.5026753544807434,0.5053137540817261,0.24849100410938263,0.49936819076538086
120,2025-08-12T23:05:49.642685,0.0,104.18061065673828,7.214549541473389,4.966528571809069,-0.021916084716643525,4.959238529205322,-0.2689967751502991,True,,1.8420137976625537,9.025862209300577,False,False,False,0.1860912901328833,,"('>>>', '1r0_0_', 0)",0,14,54.18061065673828,0.030701129835365215,58.58800927359859,,,,0.0,0.0,expert,True,0.546710035311422,unknown,True,[259],0.9058208465576172,0.23743467032909393,0.0,1.0,0.10233409702777863,0.5014367699623108,0.5109571814537048,0.23308028280735016,0.499286413192749
121,2025-08-12T23:05:49.727079,0.0,104.67292785644531,7.188480377197266,4.757054903243856,-0.03251653111959474,4.7498393058776855,-0.2619120478630066,True,,1.8680829619386767,8.999793045024454,False,False,False,0.1869706854663389,,"('>>>', '1r0_0_', 0)",0,14,54.67292785644531,0.05677029411148826,58.58800927359859,,,,0.0,0.0,expert,True,0.5137239467716286,unknown,True,[259],0.9089310765266418,0.23372502624988556,0.0,1.0,0.10378238558769226,0.49998849630355835,0.5162553787231445,0.22377033531665802,0.4995512366294861
122,2025-08-12T23:05:49.809967,0.0,105.14907836914062,7.162901878356934,4.769339277492989,-0.039943687925662275,4.762521743774414,-0.254919171333313,True,,1.8936614607790088,8.974214546184122,False,False,False,0.18782120326083385,,"('>>>', '1r0_0_', 0)",0,14,55.149078369140625,0.0823487929518203,58.58800927359859,,,,0.0,0.0,expert,True,0.49761253944403094,unknown,True,[259],0.9112125635147095,0.2320186048746109,0.0,1.0,0.10520341247320175,0.49856746196746826,0.5199665427207947,0.2243163138628006,0.499729186296463
123,2025-08-12T23:05:49.893663,0.0,105.6255111694336,7.137420177459717,4.7784747170549355,-0.04492792706380033,4.771245956420898,-0.2627406418323517,True,,1.9191431616762256,8.948732845286905,False,False,False,0.1886722252879581,,"('>>>', '1r0_0_', 0)",0,14,55.625511169433594,0.10783049384903709,58.58800927359859,,,,0.0,0.0,expert,True,0.49793593651971596,unknown,True,[259],0.9083712697029114,0.23548944294452667,0.0,1.0,0.10661906749010086,0.49715182185173035,0.5224564075469971,0.22472232580184937,0.49977874755859375
124,2025-08-12T23:05:49.976835,0.0,106.10330200195312,7.1129984855651855,4.80434651134468,-0.04759641447605922,4.799555778503418,-0.21449878811836243,True,,1.9435648535707568,8.924311153392374,False,False,False,0.1895256730828667,,"('>>>', '1r0_0_', 0)",0,14,56.103302001953125,0.13225218574356834,58.58800927359859,,,,0.0,0.0,expert,True,0.49941039182058233,unknown,True,[259],0.9106943011283875,0.23366636037826538,0.0,1.0,0.10797582566738129,0.4957950711250305,0.5237892270088196,0.2258721888065338,0.5001019835472107
125,2025-08-12T23:05:50.060742,0.0,106.58393859863281,7.09113073348999,4.8380698564629325,-0.04748722487136625,4.832882881164551,-0.22397096455097198,True,,1.9654326056459521,8.902443401317178,False,False,False,0.19038420408779527,,"('>>>', '1r0_0_', 0)",0,14,56.58393859863281,0.15411993781876365,58.58800927359859,,,,0.0,0.0,expert,True,0.5024079110337707,unknown,True,[259],0.910660445690155,0.23394502699375153,0.0,1.0,0.10919070243835449,0.4945801794528961,0.5237346887588501,0.2273710072040558,0.5000103712081909
126,2025-08-12T23:05:50.142754,0.0,107.06819152832031,7.068883419036865,4.883211555450299,-0.047170308701646846,4.8782219886779785,-0.22069282829761505,True,,1.9876799200990771,8.880196086864053,False,False,False,0.19124919472154278,,"('>>>', '1r0_0_', 0)",0,14,57.06819152832031,0.17636725227188865,58.58800927359859,,,,0.0,0.0,expert,True,0.5062273816870263,unknown,True,[259],0.9089438319206238,0.23490364849567413,0.0,1.0,0.11042666435241699,0.4933442175388336,0.5235764384269714,0.22937729954719543,0.5000436902046204
127,2025-08-12T23:05:50.225179,0.0,107.55546569824219,7.046922206878662,4.86748329544691,-0.046550990590148444,4.8626790046691895,-0.21620945632457733,True,,2.00964113225728,8.85823487470585,False,False,False,0.192119582007215,,"('>>>', '1r0_0_', 0)",0,14,57.55546569824219,0.19832846443009178,58.58800927359859,,,,0.0,0.0,expert,True,0.509177844751386,unknown,True,[259],0.9086969494819641,0.23530462384223938,0.0,1.0,0.11164672672748566,0.49212417006492615,0.5232670903205872,0.22867827117443085,0.5000467300415039
128,2025-08-12T23:05:50.310210,0.0,108.04208374023438,7.023996829986572,4.882279465424974,-0.04660611802471415,4.875681400299072,-0.2537393569946289,True,,2.03256650914937,8.83530949781376,False,False,False,0.19298879729272173,,"('>>>', '1r0_0_', 0)",0,14,58.042083740234375,0.22125384132218162,58.58800927359859,,,,0.0,0.0,expert,True,0.5085882995865999,unknown,True,[259],0.9087228775024414,0.23539438843727112,0.0,1.0,0.1129203587770462,0.4908505380153656,0.5232946276664734,0.22933587431907654,0.49984925985336304
129,2025-08-12T23:05:50.393966,0.0,108.52996063232422,7.000072956085205,4.894845709146962,-0.04736631735787711,4.890051364898682,-0.21659216284751892,True,,2.056490383050737,8.811385623912393,False,False,False,0.1938602611831971,,"('>>>', '1r0_0_', 0)",0,14,58.52996063232422,0.2451777152235488,58.58800927359859,,,,0.0,0.0,expert,True,0.5099036977810051,unknown,True,[259],0.9135341048240662,0.23077423870563507,0.0,1.0,0.11424946784973145,0.48952141404151917,0.5236743092536926,0.22989436984062195,0.5001118779182434
130,2025-08-12T23:05:50.475881,0.0,109.01825714111328,6.978665828704834,4.866979326846347,-0.04631370293702286,4.862720012664795,-0.20357270538806915,True,,2.077897510431108,8.789978496532022,False,False,False,0.194732474608662,,"('>>>', '1r0_0_', 0)",0,14,59.01825714111328,0.2665848426039199,58.58800927359859,,,,0.0,0.0,expert,True,0.5101979157598711,unknown,True,[259],0.9103859066963196,0.23503951728343964,0.0,1.0,0.11543875187635422,0.4883321523666382,0.5231485962867737,0.2286558747291565,0.500098466873169
131,2025-08-12T23:05:50.560081,0.0,109.50076293945312,6.957703590393066,4.706680145333667,-0.045390251829037886,4.701699733734131,-0.21646617352962494,True,,2.0988597487428757,8.769016258220255,False,False,False,0.19559434445127125,,"('1r0_0_', '1r0_1_', 0)",0,14,0.9127536658545381,0.2875470809156875,61.64103317260741,,,,0.0,0.0,expert,True,0.5036858589938452,unknown,True,[259],0.9092423319816589,0.2378927618265152,0.0,1.0,0.116603322327137,0.4871675670146942,0.5226873159408569,0.2215314656496048,0.4999596178531647
132,2025-08-12T23:05:50.642899,0.0,109.97412872314453,6.936065196990967,4.813326547899969,-0.045419147126865234,4.808347702026367,-0.21887172758579254,True,,2.1204981421449753,8.747377864818155,False,False,False,0.19643988805901744,,"('1r0_0_', '1r0_1_', 0)",0,14,1.3861194495459443,0.3091854743177871,61.64103317260741,,,,0.0,0.0,expert,True,0.4950257531569561,unknown,True,[259],0.9098955392837524,0.23730279505252838,0.0,1.0,0.11780545115470886,0.48596543073654175,0.5227017402648926,0.22627130150794983,0.5000051856040955
133,2025-08-12T23:05:50.726106,0.0,110.4572982788086,6.915887832641602,4.925829010020185,-0.04434855636865365,4.922940254211426,-0.1686733216047287,True,,2.1406755064943406,8.72720050046879,False,False,False,0.19730294352970104,,"('1r0_0_', '1r0_1_', 0)",0,14,1.8692890052100068,0.3293628386671523,61.64103317260741,,,,0.0,0.0,expert,True,0.5053357862091533,unknown,True,[259],0.9097331166267395,0.23799748718738556,0.0,1.0,0.11892641335725784,0.48484447598457336,0.5221670269966125,0.2312714159488678,0.5002620220184326
134,2025-08-12T23:05:50.809587,0.0,110.95157623291016,6.897416591644287,5.030360572028782,-0.04210164735695354,5.026005268096924,-0.20928098261356354,True,,2.159146747491655,8.708729259471475,False,False,False,0.19818584123574412,,"('1r0_0_', '1r0_1_', 0)",0,14,2.3635669593115693,0.3478340796644668,61.64103317260741,,,,0.0,0.0,expert,True,0.5169145766756921,unknown,True,[259],0.9065454602241516,0.24215790629386902,0.0,1.0,0.11995259672403336,0.48381829261779785,0.5210446119308472,0.23591725528240204,0.49996495246887207
135,2025-08-12T23:05:50.896184,0.0,111.45616912841797,6.8788957595825195,5.128170611370008,-0.04036486685205887,5.1262593269348145,-0.13999690115451813,True,,2.1776675795534226,8.690208427409708,False,False,False,0.199087163874621,,"('1r0_0_', '1r0_1_', 0)",0,14,2.868159854819382,0.36635491172623436,61.64103317260741,,,,0.0,0.0,expert,True,0.5276696632589776,unknown,True,[259],0.9062769412994385,0.24310152232646942,0.0,1.0,0.12098152935504913,0.48278936743736267,0.5201769471168518,0.24026437103748322,0.5003350377082825
136,2025-08-12T23:05:50.976559,0.0,111.9703598022461,6.864816665649414,5.209719237455772,-0.03616053443915046,5.208095073699951,-0.1300778090953827,True,,2.191746673486528,8.676129333476602,False,False,False,0.20000563042289501,,"('1r0_0_', '1r0_1_', 0)",0,14,3.382350528647507,0.3804340056593398,61.64103317260741,,,,0.0,0.0,expert,True,0.5376344103966759,unknown,True,[259],0.9030860662460327,0.2470901608467102,0.0,1.0,0.12176370620727539,0.4820071756839752,0.5180763006210327,0.2438887506723404,0.5002315640449524
137,2025-08-12T23:05:51.058120,0.0,112.49366760253906,6.855240821838379,5.326462972918959,-0.030256039986335637,5.326428413391113,-0.01918746717274189,True,,2.2013225172975632,8.666553489665567,False,False,False,0.20094038232230538,,"('1r0_0_', '1r0_1_', 0)",0,14,3.9056583289404756,0.390009849470375,61.64103317260741,,,,0.0,0.0,expert,True,0.547276883671104,unknown,True,[259],0.903242290019989,0.24736177921295166,0.0,1.0,0.12229569256305695,0.48147520422935486,0.5151256918907166,0.24907736480236053,0.5006473064422607
138,2025-08-12T23:05:51.144103,0.0,113.03006744384766,6.85084342956543,5.5042130699452185,-0.022436466393644494,5.5037970542907715,-0.06767203658819199,True,,2.2057199095705124,8.662156097392618,False,False,False,0.20189851971338943,,"('1r0_0_', '1r0_1_', 0)",0,14,4.442058170249069,0.3944072417433242,61.64103317260741,,,,0.0,0.0,expert,True,0.5611688001233472,unknown,True,[259],0.9018009305000305,0.25099092721939087,0.0,1.0,0.12253999710083008,0.48123088479042053,0.5112172961235046,0.256977379322052,0.5001408457756042
139,2025-08-12T23:05:51.230113,0.0,113.58322143554688,6.844552040100098,5.648733299527741,-0.01806888220591496,5.648502826690674,-0.05102652311325073,True,,2.2120112990358445,8.655864707927286,False,False,False,0.2028865839924195,,"('1r0_0_', '1r0_1_', 0)",0,14,4.995212161948288,0.40069863120865623,61.64103317260741,,,,0.0,0.0,expert,True,0.5785732915470936,unknown,True,[259],0.8982112407684326,0.2557813823223114,0.0,1.0,0.12288951873779297,0.48088136315345764,0.5090339779853821,0.26340049505233765,0.5002037286758423
140,2025-08-12T23:05:51.310183,0.0,114.15003967285156,6.836822986602783,5.757252849569171,-0.015811853182072788,5.755939483642578,-0.12296761572360992,True,,2.219740352533159,8.648135654429971,False,False,False,0.20389905585629078,,"('1r0_0_', '1r0_1_', 0)",0,14,5.562030399252976,0.4084276847059707,61.64103317260741,,,,0.0,0.0,expert,True,0.5927258751277488,unknown,True,[259],0.8974637389183044,0.25743603706359863,0.0,1.0,0.12331891059875488,0.4804519712924957,0.5079056024551392,0.2682235836982727,0.49983203411102295
141,2025-08-12T23:05:51.393356,0.0,114.72877502441406,6.826399326324463,5.905357357268742,-0.01615406938214825,5.904879570007324,-0.07511844485998154,True,,2.2301640128114792,8.637711994151651,False,False,False,0.20493281451386502,,"('1r0_0_', '1r0_1_', 0)",0,14,6.140765750815476,0.418851344984291,61.64103317260741,,,,0.0,0.0,expert,True,0.6053094596702093,unknown,True,[259],0.8941754102706909,0.2622030973434448,0.0,1.0,0.12389799952507019,0.4798728823661804,0.5080766677856445,0.2748059928417206,0.500126302242279
142,2025-08-12T23:05:51.477273,0.0,115.32477569580078,6.817380905151367,6.1610722744932,-0.015553260240226408,6.160008907318115,-0.11446323990821838,True,,2.239182433984575,8.628693572978555,False,False,False,0.2059974131292816,,"('1r0_0_', '1r0_1_', 0)",0,14,6.736766422202194,0.4278697661573867,61.64103317260741,,,,0.0,0.0,expert,True,0.6237254966219381,unknown,True,[259],0.8914230465888977,0.2664087414741516,0.0,1.0,0.12439902126789093,0.4793718755245209,0.5077763199806213,0.2861711084842682,0.499904602766037
143,2025-08-12T23:05:51.560179,0.0,115.94666290283203,6.809451580047607,6.448176994436427,-0.01458000801985726,6.448164463043213,-0.012712557800114155,True,,2.2471117590883347,8.620764247874796,False,False,False,0.2071082512395984,,"('1r0_0_', '1r0_1_', 0)",0,14,7.358653629233444,0.43579909126114647,61.64103317260741,,,,0.0,0.0,expert,True,0.6509040035062139,unknown,True,[259],0.8881852030754089,0.27094903588294983,0.0,1.0,0.12483954429626465,0.47893133759498596,0.5072897672653198,0.2989313304424286,0.5003398060798645
144,2025-08-12T23:05:51.642287,0.0,116.59734344482422,6.813838958740234,6.745927582253642,-0.006395980831989334,6.743406772613525,0.18440185487270355,True,,2.2427243803957078,8.625151626567423,False,False,False,0.20827052107810656,,"('1r0_0_', '1r0_1_', 0)",0,14,8.009334171225632,0.4314117125685195,61.64103317260741,,,,0.0,0.0,expert,True,0.6810372161123289,unknown,True,[259],0.8882532715797424,0.27124425768852234,0.0,1.0,0.12459579855203629,0.4791750907897949,0.503197968006134,0.31216469407081604,0.5008196234703064
145,2025-08-12T23:05:51.726546,0.0,117.27787780761719,6.831483840942383,7.053304016461608,0.007325823526589836,7.050092697143555,0.21281567215919495,True,,2.2250794981935593,8.642796508769571,False,False,False,0.20948611692414332,,"('1r0_0_', '1r0_1_', 0)",0,14,8.6898685340186,0.4137668303663711,61.64103317260741,,,,0.0,0.0,expert,True,0.712274230867046,unknown,True,[259],0.8831909894943237,0.27585962414741516,0.0,1.0,0.12361552566289902,0.480155348777771,0.4963371157646179,0.32582587003707886,0.5004492998123169
146,2025-08-12T23:05:51.809957,0.0,117.98831939697266,6.844040870666504,7.339138676355319,0.013142566821485957,7.3389892578125,-0.04683144763112068,True,,2.2125224684694382,8.655353538493692,False,False,False,0.21075513417307096,,"('1r0_0_', '1r0_1_', 0)",0,14,9.40031012337407,0.40120980064225,61.64103317260741,,,,0.0,0.0,expert,True,0.7434677133990677,unknown,True,[259],0.8836341500282288,0.27797994017601013,0.0,1.0,0.12291791290044785,0.48085296154022217,0.49342891573905945,0.3385296165943146,0.49938449263572693
147,2025-08-12T23:05:51.894066,0.0,118.72834014892578,6.8385467529296875,7.644623685310497,0.004944558037895064,7.643664360046387,-0.12110508233308792,True,,2.2180165862062546,8.649859420756876,False,False,False,0.21207698682480675,,"('1r0_0_', '1r0_1_', 0)",0,14,10.140330875327194,0.4067039183790664,61.64103317260741,,,,0.0,0.0,expert,True,0.7744215585370222,unknown,True,[259],0.8786178827285767,0.28270483016967773,0.0,1.0,0.12322314083576202,0.4805477559566498,0.49752771854400635,0.3521067202091217,0.4995638132095337
