step,timestamp,simulation_time,pos_x,pos_y,speed,heading,velocity_x,velocity_y,on_lane,out_of_road,dist_to_left_side,dist_to_right_side,crash_vehicle,crash_object,crash_sidewalk,nav_route_completion,nav_distance_to_dest,nav_current_lane,nav_route_length,nav_checkpoints_count,lane_longitudinal_pos,lane_lateral_pos,lane_length,custom_dest_x,custom_dest_y,distance_to_custom_dest,action_steering,action_throttle,action_source,action_success,reward,control_mode,expert_takeover,obs_shape,obs_mean,obs_std,obs_min,obs_max,obs_0_speed_related,obs_1_steering_related,obs_2,obs_3,obs_4
87,2025-08-12T22:39:22.612145,8.799999999999985,235.12405395507812,6.7414679527282715,0.012628029866436784,0.011381418392616638,-0.012622558511793613,0.0003716919745784253,True,,2.0085320472717285,8.491467952728271,False,False,False,0.4457143602592186,,"('2S0_0_', '3S0_0_', 0)",0,11,38.66265869140625,0.2585320472717285,75.58282470703125,637.2861328125,-0.2431640625,402.2227277955727,-0.11024102568626404,-0.2862030863761902,expert,True,0.00010260250158646554,unknown,True,[259],0.9499958157539368,0.1884719729423523,0.0,1.0,0.1115851104259491,0.4717482328414917,0.4943094253540039,0.012906924821436405,0.49931800365448
88,2025-08-12T22:39:22.613854,8.899999999999984,235.1240692138672,6.741477012634277,0.005359925072428006,0.011384481027870486,-0.005357049871236086,0.000175537628820166,True,,2.0085229873657227,8.491477012634277,False,False,False,0.445714389184636,,"('2S0_0_', '3S0_0_', 0)",0,11,38.66267395019531,0.25852298736572266,75.58282470703125,637.2861328125,-0.2431640625,402.22271269641055,-0.10962601751089096,-0.32080331444740295,expert,True,3.9378451888426026e-05,unknown,True,[259],0.9499082565307617,0.18870747089385986,0.0,1.0,0.1115846112370491,0.4717487096786499,0.49430787563323975,0.012583897449076176,0.4990461468696594
89,2025-08-12T22:39:22.615691,8.999999999999984,235.12399291992188,6.741482257843018,0.001910235060914047,0.011384614185924846,0.001909792423248291,-4.1120409150607884e-05,True,,2.0085177421569824,8.491482257843018,False,False,False,0.44571424455754893,,"('2S0_0_', '3S0_0_', 0)",0,11,38.66259765625,0.2585177421569824,75.58282470703125,637.2861328125,-0.2431640625,402.2227890699355,-0.0900578424334526,0.20755696296691895,expert,True,-6.769788753838679e-05,unknown,True,[259],0.9491389989852905,0.19125384092330933,0.0,1.0,0.11158432066440582,0.4717490077018738,0.49430781602859497,0.012430578470230103,0.49935367703437805
90,2025-08-12T22:39:22.618344,9.099999999999984,235.12376403808594,6.7414870262146,0.00517868946204098,0.01138701103090689,-0.005177491810172796,0.00011136920511489734,True,,2.0085129737854004,8.4914870262146,False,False,False,0.4457138106762877,,"('2S0_0_', '3S0_0_', 0)",0,11,38.66236877441406,0.2585129737854004,75.58282470703125,637.2861328125,-0.2431640625,402.22301800006284,-0.08451288938522339,0.143172487616539,expert,True,-0.0002055777333583156,unknown,True,[259],0.9500584006309509,0.18831229209899902,0.0,1.0,0.11158405244350433,0.47174927592277527,0.49430662393569946,0.012575843371450901,0.4992266893386841
91,2025-08-12T22:39:22.620103,9.199999999999983,235.1237030029297,6.7414870262146,0.002396902711326993,0.011385679450361508,0.002395234303548932,-8.941609848989174e-05,True,,2.0085129737854004,8.4914870262146,False,False,False,0.445713694974618,,"('2S0_0_', '3S0_0_', 0)",0,11,38.66230773925781,0.2585129737854004,75.58282470703125,637.2861328125,-0.2431640625,402.2230790260159,-0.08560872077941895,-0.22867536544799805,expert,True,-5.024909404902853e-05,unknown,True,[259],0.9497737288475037,0.18908284604549408,0.0,1.0,0.11158405244350433,0.47174927592277527,0.494307279586792,0.012452208437025547,0.4990343451499939
92,2025-08-12T22:39:22.622007,9.299999999999983,235.12351989746094,6.741490364074707,0.004775485182825439,0.011388209453397025,-0.0047743129543960094,0.00010580427624518052,True,,2.008509635925293,8.491490364074707,False,False,False,0.44571334786960903,,"('2S0_0_', '3S0_0_', 0)",0,11,38.66212463378906,0.25850963592529297,75.58282470703125,637.2861328125,-0.2431640625,402.22326216183745,-0.1171698272228241,-0.40086621046066284,expert,True,-0.00016161578542728554,unknown,True,[259],0.9496545195579529,0.18944962322711945,0.0,1.0,0.11158386617898941,0.4717494547367096,0.4943060278892517,0.01255792286247015,0.4992055892944336
93,2025-08-12T22:39:22.623774,9.399999999999983,235.12347412109375,6.741490364074707,0.002494330760118768,0.011389274717832798,0.002493682550266385,-5.6861932534957305e-05,True,,2.008509635925293,8.491490364074707,False,False,False,0.4457132610933568,,"('2S0_0_', '3S0_0_', 0)",0,11,38.662078857421875,0.25850963592529297,75.58282470703125,637.2861328125,-0.2431640625,402.22330793130226,-0.08660367876291275,-0.15815964341163635,expert,True,-3.455187876696554e-05,unknown,True,[259],0.95010906457901,0.18818733096122742,0.0,1.0,0.11158386617898941,0.4717494547367096,0.49430549144744873,0.012456538155674934,0.4991878569126129
94,2025-08-12T22:39:22.625786,9.499999999999982,235.123291015625,6.7414937019348145,0.004776556648869223,0.011391937878922676,-0.004776150453835726,6.229175050975755e-05,True,,2.0085062980651855,8.491493701934814,False,False,False,0.4457129139883478,,"('2S0_0_', '3S0_0_', 0)",0,11,38.661895751953125,0.25850629806518555,75.58282470703125,637.2861328125,-0.2431640625,402.22349106712375,-0.08592851459980011,0.20920300483703613,expert,True,-0.0001616109638300885,unknown,True,[259],0.949894905090332,0.1887582391500473,0.0,1.0,0.11158367991447449,0.4717496633529663,0.4943041503429413,0.012557970359921455,0.49943673610687256
95,2025-08-12T22:39:22.627481,9.599999999999982,235.1232452392578,6.741494178771973,0.0024944900790806,0.011392603669195367,0.0024942082818597555,-3.749401730601676e-05,True,,2.0085058212280273,8.491494178771973,False,False,False,0.44571282721209554,,"('2S0_0_', '3S0_0_', 0)",0,11,38.66184997558594,0.25850582122802734,75.58282470703125,637.2861328125,-0.2431640625,402.22353684486893,-0.06748776137828827,0.1728225201368332,expert,True,-3.45511618316373e-05,unknown,True,[259],0.94987553358078,0.18881285190582275,0.0,1.0,0.1115836575627327,0.4717496633529663,0.494303822517395,0.012456545606255531,0.4994139075279236
96,2025-08-12T22:39:22.629362,9.699999999999982,235.1247100830078,6.7414727210998535,0.0589351201374048,0.011370499432147518,0.058927010744810104,-0.0009776452789083123,True,,2.0085272789001465,8.491472721099854,False,False,False,0.44571560405216754,,"('2S0_0_', '3S0_0_', 0)",0,11,38.66331481933594,0.2585272789001465,75.58282470703125,637.2861328125,-0.2431640625,402.2220718493804,-0.08568532019853592,-0.025802917778491974,expert,True,0.0017300517906183217,unknown,True,[259],0.950615644454956,0.18703939020633698,0.0,1.0,0.1115848496556282,0.4717484712600708,0.49431487917900085,0.014965017326176167,0.4993685185909271
97,2025-08-12T22:39:22.631085,9.799999999999981,235.1254425048828,6.741480350494385,0.06405985406976539,0.011365039951913403,-0.06403110921382904,0.001918842433951795,True,,2.0085196495056152,8.491480350494385,False,False,False,0.44571699247220353,,"('2S0_0_', '3S0_0_', 0)",0,11,38.66404724121094,0.25851964950561523,75.58282470703125,637.2861328125,-0.2431640625,402.22133967042964,-0.10802499949932098,0.029215142130851746,expert,True,0.0010206912183139442,unknown,True,[259],0.9494242668151855,0.19015713036060333,0.0,1.0,0.11158442497253418,0.4717489182949066,0.49431759119033813,0.015192783437669277,0.49908551573753357
98,2025-08-12T22:39:22.632726,9.89999999999998,235.12237548828125,6.741588592529297,0.02767913996047052,0.011458650064229303,-0.027634017169475555,0.0015798367094248533,True,,2.008411407470703,8.491588592529297,False,False,False,0.44571117846330277,,"('2S0_0_', '3S0_0_', 0)",0,11,38.660980224609375,0.2584114074707031,75.58282470703125,637.2861328125,-0.2431640625,402.2244081042137,-0.0961272269487381,-0.22776037454605103,expert,True,-0.0029424604717403825,unknown,True,[259],0.9496577978134155,0.18939828872680664,0.0,1.0,0.11157841235399246,0.47175490856170654,0.49427080154418945,0.013575863093137741,0.4988876283168793
99,2025-08-12T22:39:22.635017,9.99999999999998,235.1219024658203,6.741689682006836,0.07392852935226422,0.011518304872646823,0.07392089813947678,-0.0010622007539495826,True,,2.008310317993164,8.491689682006836,False,False,False,0.44571028177536287,,"('2S0_0_', '3S0_0_', 0)",0,11,38.66050720214844,0.25831031799316406,75.58282470703125,637.2861328125,-0.2431640625,402.22488281080945,-0.09527729451656342,-0.4685438871383667,expert,True,-0.0001403440788523109,unknown,True,[259],0.9509212970733643,0.1865365207195282,0.0,1.0,0.11157279461622238,0.4717605412006378,0.49424096941947937,0.01563139073550701,0.49930718541145325
100,2025-08-12T22:39:22.644801,10.09999999999998,235.12901306152344,6.741546154022217,0.0790878216711899,0.011377556809036626,0.07904748618602753,-0.00252556218765676,True,,2.008453845977783,8.491546154022217,False,False,False,0.445723761019879,,"('2S0_0_', '3S0_0_', 0)",0,11,38.66761779785156,0.2584538459777832,75.58282470703125,637.2861328125,-0.2431640625,402.2177707948893,-0.06126940995454788,0.002418776974081993,expert,True,0.007466490900645354,unknown,True,[259],0.9502140879631042,0.18788832426071167,0.0,1.0,0.11158076673746109,0.4717525541782379,0.4943113327026367,0.015860693529248238,0.49915117025375366
101,2025-08-12T22:39:22.648039,10.19999999999998,235.1326446533203,6.7413811683654785,0.027191135709715174,0.011291936179990358,-0.027190880849957466,0.00011772759899031371,True,,2.0086188316345215,8.491381168365479,False,False,False,0.4457306452692241,,"('2S0_0_', '3S0_0_', 0)",0,11,38.67124938964844,0.2586188316345215,75.58282470703125,637.2861328125,-0.2431640625,402.21413688566133,-0.11427953839302063,0.03080647438764572,expert,True,0.0037539519075687183,unknown,True,[259],0.9496455192565918,0.189483180642128,0.0,1.0,0.1115899384021759,0.4717434048652649,0.49435415863990784,0.013554173521697521,0.49935832619667053
